gene	svirid	achine	agerar	agerjg	avirgi	bdista	blagur	ccitra	crefra	cserru	etrips	hcompr	hconto	irugos	ppanic	rrottb	sbicol	smicro	sscopa	tdacn1	tdacn2	tdacs1	tdacs2	tdactm	telega	ttrian	tzopol	udigit	vcuspi	zTIL01	zTIL11	zTIL18	zTIL25	zdgigi	zdmomo	zluxur	zmB735	zmhuet	znicar	atenui	rtuber	eophiu	osativ	snutan	pprate
Pavag07G126700.1.v3.1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pavag07G127100.1.v3.1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Pavag07G127200.1.v3.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Pavag07G127300.1.v3.1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Pavag07G127700.1.v3.1	1	2	1	0	1	0	0	0	1	1	2	6	3	1	0	0	1	1	4	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	3	1	0	1	3	0
Pavag07G128100.1.v3.1	1	2	1	5	1	1	5	0	1	2	0	6	4	1	0	2	1	1	4	1	1	1	1	2	0	2	1	3	3	1	1	1	1	1	1	1	1	1	1	4	1	1	0	2	0
Pavag07G128200.1.v3.1	1	2	0	6	1	0	0	5	1	2	0	6	4	1	0	2	1	1	4	2	2	2	2	3	0	2	1	3	3	1	1	1	1	1	1	1	1	1	1	4	1	0	1	0	0
Pavag07G128300.1.v3.1	1	2	0	6	1	0	6	5	1	2	0	6	4	1	1	2	1	1	2	1	2	1	1	2	0	2	1	3	3	1	1	1	1	1	1	1	1	1	1	4	1	0	0	3	0
Pavag07G128400.1.v3.1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Pavag07G128700.1.v3.1	1	2	0	0	1	0	5	5	1	2	1	6	4	1	1	2	1	1	0	1	1	1	1	2	2	2	1	3	3	1	1	1	1	1	1	1	1	1	1	4	1	1	1	0	0
Pavag07G128900.1.v3.1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	4	1	1	0	0	0
Pavag07G129500.1.v3.1	1	2	0	0	1	1	6	5	1	1	2	6	4	1	1	2	1	1	3	1	1	1	1	2	2	2	1	3	3	1	1	1	1	1	1	1	1	1	1	4	1	1	1	2	1
Pavag07G129700.1.v3.1	1	2	0	6	1	1	6	5	1	1	2	6	4	1	1	2	1	1	4	2	2	2	2	3	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	4	1	0	1	2	0
Pavag07G129800.1.v3.1	1	2	0	6	1	1	6	4	1	1	2	6	4	1	1	2	1	1	4	1	1	1	1	2	2	2	1	3	2	1	1	1	1	1	1	1	1	1	1	4	1	1	1	0	1
Pavag07G129900.1.v3.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pavag07G130000.1.v3.1	1	2	0	6	0	0	6	4	1	1	2	0	4	0	1	2	1	1	4	2	2	2	2	3	2	0	2	0	1	0	0	0	0	1	0	0	0	0	0	4	1	1	1	0	0
Pavag07G130400.1.v3.1	1	2	0	6	1	0	0	4	1	0	1	6	0	0	1	2	1	1	3	1	1	1	1	2	2	0	0	3	3	1	1	1	1	1	0	1	1	1	1	3	1	1	1	1	0
Pavag07G130500.1.v3.1	1	2	0	6	1	1	6	4	1	1	0	6	4	1	1	2	1	1	0	1	1	1	1	1	2	2	0	3	3	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	0
Pavag07G130700.1.v3.1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pavag07G130900.1.v3.1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Pavag07G131400.1.v3.1	1	2	0	4	1	0	1	0	0	2	1	6	4	2	1	2	1	1	4	0	0	0	0	0	2	0	0	3	3	0	0	0	0	0	0	0	0	0	0	4	1	1	1	0	0
Pavag07G131600.1.v3.1	1	2	0	6	1	1	3	0	0	2	2	6	4	2	1	2	1	1	4	1	1	1	1	2	2	0	2	3	3	1	1	1	1	2	1	1	1	1	1	4	1	1	1	1	0
Pavag07G131700.1.v3.1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6
Pavag07G131800.1.v3.1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Pavag07G132000.1.v3.1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Pavag07G132100.1.v3.1	0	0	0	0	0	0	0	0	0	0	2	6	0	0	0	2	1	0	0	1	1	1	1	1	2	0	1	3	3	1	1	1	1	1	1	1	1	1	1	4	1	1	0	3	0
Pavag07G132200.1.v3.1	0	2	0	6	1	1	6	5	1	2	0	0	4	2	1	0	1	0	4	0	0	0	0	0	0	0	2	3	3	1	1	1	1	1	1	1	1	1	1	4	1	1	1	3	0
Pavag07G132300.1.v3.1	1	2	0	6	1	1	6	5	1	2	2	6	4	2	1	2	1	1	4	2	2	2	2	3	2	0	4	3	3	2	2	2	2	3	2	2	2	2	2	4	1	1	1	4	8
Pavag07G132400.1.v3.1	1	2	3	5	1	0	6	5	1	2	1	6	0	2	1	0	1	1	2	1	1	1	1	2	2	0	2	2	3	1	1	1	1	2	1	1	1	1	1	4	1	1	0	1	0
Pavag07G132500.1.v3.1	1	2	0	5	1	1	6	5	1	2	1	6	4	2	1	0	1	1	4	2	2	2	2	3	2	0	4	3	3	2	2	2	2	3	0	2	2	2	2	4	1	1	1	1	0
Pavag07G132600.1.v3.1	1	2	0	4	1	0	5	5	1	2	1	6	4	0	1	2	1	1	4	0	0	0	0	0	2	2	0	2	3	1	1	1	1	2	1	1	1	1	1	3	1	0	0	1	0
Pavag07G132700.1.v3.1	1	0	0	0	0	0	4	0	1	0	0	6	0	2	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	1	1	1	1	1	1	1	1	0	3	1	1	1	0	0
Pavag07G132800.1.v3.1	1	2	0	6	1	1	3	5	1	2	2	0	4	2	1	2	1	1	4	0	0	0	0	0	1	2	0	3	3	0	0	0	0	0	0	0	0	0	0	3	1	1	1	2	0
Pavag07G133000.1.v3.1	1	2	0	0	1	0	0	5	1	0	0	0	4	2	1	2	1	1	4	1	1	1	1	2	1	0	0	0	3	1	1	1	1	1	1	1	1	1	1	3	0	0	0	2	0
Pavag07G133100.1.v3.1	1	2	0	6	1	1	5	5	1	2	0	6	4	2	1	2	1	1	4	1	1	1	1	1	1	2	1	3	3	1	1	1	1	1	1	1	1	1	1	3	1	1	1	3	7
Pavag07G133200.1.v3.1	1	2	0	6	1	0	6	4	1	2	1	0	0	2	1	2	1	1	4	2	2	2	2	3	2	2	2	0	3	2	2	2	2	2	2	2	2	2	2	3	1	1	1	3	0
Pavag07G133400.1.v3.1	1	2	0	6	1	1	6	4	1	2	1	6	3	2	1	2	1	1	4	2	2	2	2	3	2	2	2	3	3	2	2	1	2	2	2	1	2	1	2	3	1	1	1	3	0
Pavag07G133500.1.v3.1	1	2	4	6	1	1	6	4	1	2	1	6	4	2	1	2	1	1	3	2	2	2	2	3	2	2	1	3	3	2	2	2	2	2	2	2	1	2	2	3	1	1	1	3	8
Pavag07G133600.1.v3.1	1	2	0	6	1	0	6	4	1	2	1	6	4	2	1	2	1	1	3	1	1	1	1	1	2	2	0	3	3	1	1	1	1	1	1	1	0	1	1	4	1	1	0	0	4
Pavag07G133700.1.v3.1	1	2	0	6	1	1	5	4	1	2	1	6	0	2	0	2	1	1	0	0	0	0	0	0	2	2	1	3	3	0	0	0	0	0	0	0	0	0	0	4	1	1	1	4	0
Pavag07G133900.1.v3.1	0	2	4	6	1	0	4	4	1	2	1	6	0	2	0	2	1	0	3	0	0	0	0	0	2	2	1	0	3	0	0	0	0	0	0	0	0	0	0	3	1	1	0	0	0
Pavag07G134100.1.v3.1	1	1	3	4	0	1	0	4	1	0	0	6	0	0	0	0	1	1	1	0	0	0	0	0	0	2	1	2	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Pavag07G134200.1.v3.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Pavag07G134600.1.v3.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pavag07G134700.1.v3.1	0	1	1	3	0	0	0	4	1	0	1	6	4	0	0	2	0	0	2	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
Pavag07G134800.1.v3.1	0	2	2	3	1	0	5	0	1	0	0	6	0	0	0	0	0	1	1	0	0	0	0	0	0	2	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
Pavag07G135200.1.v3.1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pavag07G136000.1.v3.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pavag07G136300.1.v3.1	1	1	0	6	1	0	4	5	1	2	2	5	4	0	1	1	1	0	3	1	1	1	1	1	2	2	1	3	3	1	1	1	1	1	1	1	1	1	1	4	1	1	0	1	0
Pavag07G136400.1.v3.1	1	0	0	6	1	1	4	4	1	0	0	6	4	1	1	1	1	0	4	1	1	1	1	2	2	0	0	3	3	1	1	1	1	1	1	1	1	1	1	4	1	1	1	2	8
Pavag07G136600.1.v3.1	1	2	0	6	1	1	4	4	1	1	1	0	4	1	0	1	1	1	4	1	1	1	1	2	2	1	0	3	3	1	1	1	1	1	1	1	1	1	1	4	1	1	1	3	0
Pavag07G136800.1.v3.1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	1
Pavag07G137100.1.v3.1	1	2	0	6	1	1	6	4	1	1	1	6	4	2	1	2	1	1	4	1	1	1	1	1	1	2	1	3	3	1	1	1	1	1	1	1	1	1	1	4	1	1	1	4	8
Pavag07G137300.1.v3.1	1	2	0	6	1	1	6	4	1	1	1	5	4	1	1	2	1	1	4	1	1	1	1	1	1	2	0	3	3	1	1	1	1	1	1	1	1	1	1	3	1	1	1	4	0
Pavag07G137400.1.v3.1	1	2	0	6	1	1	6	4	1	0	0	5	4	1	1	2	1	1	3	2	2	2	2	2	2	2	1	3	3	2	2	2	2	2	2	2	2	2	2	3	1	1	1	4	0
Pavag07G137500.1.v3.1	1	2	0	6	1	1	6	4	1	0	0	6	4	2	1	0	1	1	4	0	0	0	0	0	2	2	0	0	3	1	1	1	1	1	1	1	1	1	1	3	1	1	1	4	8
Pavag07G137600.1.v3.1	1	2	0	6	1	1	6	0	1	1	0	6	4	2	1	2	1	1	4	2	2	2	2	0	2	2	0	3	3	2	2	2	2	2	2	2	2	2	2	3	1	1	1	4	8
Pavag07G137700.1.v3.1	1	2	0	6	1	1	6	0	1	1	0	6	4	2	1	2	1	1	4	1	1	1	1	2	2	2	0	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	8
Pavag07G137800.1.v3.1	1	2	0	6	1	1	6	0	1	0	0	6	4	2	1	2	1	1	0	2	2	2	2	4	2	2	1	3	3	2	2	2	2	2	2	2	2	2	2	3	1	1	1	3	8
Pavag07G137900.1.v3.1	1	2	0	6	1	1	5	0	1	1	1	6	4	2	1	2	1	1	0	1	1	1	1	2	2	1	0	3	3	1	1	1	1	0	1	1	0	1	1	3	1	1	1	2	0
Pavag07G138000.1.v3.1	0	2	0	6	1	0	4	0	1	1	1	6	4	2	0	1	0	1	0	1	1	1	1	2	2	1	0	3	3	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
Pavag07G138100.1.v3.1	0	2	0	6	1	0	4	0	1	1	1	6	0	2	0	1	0	1	0	0	0	0	0	0	2	1	0	2	3	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
Pavag07G138300.1.v3.1	1	2	0	6	1	1	6	0	1	1	0	5	4	1	1	2	1	1	3	1	1	1	1	2	2	1	0	3	3	1	1	1	1	1	1	1	1	1	1	3	1	1	1	3	6
Pavag07G138600.1.v3.1	1	2	0	0	1	1	6	0	1	1	0	5	0	1	0	2	1	1	3	0	0	0	0	0	2	1	0	3	3	0	0	0	0	0	0	0	0	0	0	3	1	1	1	3	0
Pavag07G138700.1.v3.1	1	2	0	0	0	0	5	0	0	1	0	0	4	0	0	0	1	1	2	0	0	0	0	0	2	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0
Pavag07G138800.1.v3.1	1	0	0	1	1	1	6	0	1	2	1	1	0	0	0	2	0	1	4	1	1	1	1	2	2	1	0	3	2	1	1	1	1	1	1	1	1	1	1	1	1	0	1	3	0
Pavag07G138900.1.v3.1	0	2	0	4	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0
Pavag07G139000.1.v3.1	1	1	0	6	1	1	6	4	1	2	2	5	4	1	0	0	1	1	4	1	1	1	1	2	2	1	2	3	2	1	1	1	1	1	1	1	1	1	1	3	1	1	1	0	0
Pavag07G139100.1.v3.1	1	1	0	6	1	1	6	4	1	1	2	5	4	1	0	2	1	1	3	2	2	2	2	4	2	1	2	3	2	2	2	2	2	2	2	2	2	2	2	3	1	1	1	2	0
Pavag07G139500.1.v3.1	1	2	0	6	1	1	6	4	1	1	2	5	4	1	0	2	1	1	3	2	2	2	2	4	2	1	2	3	2	2	2	2	2	3	2	2	2	2	2	3	1	1	1	2	0
Pavag07G139600.1.v3.1	1	2	0	6	1	1	6	4	1	1	2	6	4	1	0	2	1	1	0	2	2	2	2	4	2	1	2	3	2	1	1	1	1	1	1	1	1	1	1	3	1	1	1	3	8
Pavag07G139700.1.v3.1	1	2	0	6	1	1	6	4	1	1	2	6	4	1	0	2	1	1	3	1	1	1	1	2	2	0	1	3	2	1	1	1	1	2	1	1	1	1	1	3	1	1	1	3	8
Pavag07G139800.1.v3.1	1	2	0	6	1	1	6	4	1	1	2	6	4	1	0	2	1	1	3	2	2	2	2	4	2	0	3	0	2	2	2	2	2	0	0	2	2	2	2	3	1	1	1	3	0
Pavag07G139900.1.v3.1	1	2	0	6	1	1	6	4	1	2	2	6	4	1	1	2	1	1	2	2	2	2	2	4	2	1	2	0	2	1	1	1	1	3	1	2	1	1	2	3	1	1	1	3	8
Pavag07G140000.1.v3.1	1	2	0	6	1	1	6	4	1	2	2	6	4	1	1	2	1	1	3	1	1	1	1	3	2	0	2	3	2	1	1	1	1	1	1	1	1	1	1	3	1	1	1	2	1
Pavag07G140100.1.v3.1	0	0	0	0	0	0	6	4	0	0	0	0	4	0	1	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	1	0	0	1	0	3	0
Pavag07G140300.1.v3.1	1	2	0	6	1	0	6	4	1	2	1	6	4	1	1	2	1	1	4	1	1	1	1	2	2	1	0	3	2	0	1	0	1	0	0	0	0	0	1	3	1	1	0	2	0
Pavag07G140500.1.v3.1	1	0	0	0	1	1	0	0	0	2	2	5	4	1	0	2	0	1	4	2	2	2	2	4	1	0	2	3	1	2	2	2	2	3	2	2	2	2	2	3	1	1	1	0	8
Pavag07G140800.1.v3.1	1	2	0	6	1	1	6	4	1	2	2	6	4	1	1	2	1	1	0	1	1	1	1	2	1	2	2	3	2	1	1	1	1	1	1	1	1	1	1	3	1	1	1	4	8
Pavag07G141000.1.v3.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Pavag07G141100.1.v3.1	1	2	0	0	1	1	6	4	1	0	1	6	4	1	1	2	1	1	4	1	1	1	1	2	2	1	2	3	3	1	1	1	1	1	1	1	1	1	1	3	1	1	1	3	0
Pavag07G141300.1.v3.1	1	2	0	0	1	1	6	3	1	1	2	6	4	1	1	2	1	1	4	1	1	1	1	3	2	2	2	3	3	1	1	1	1	1	1	1	1	1	1	3	1	1	1	2	8
Pavag07G141500.1.v3.1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Pavag07G141600.1.v3.1	1	0	0	0	1	0	3	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	1	1	0	0	0
Pavag07G141800.1.v3.1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	1	2	1	1	1	4	2	1	2	3	3	1	1	1	1	1	1	1	1	1	1	3	1	0	1	0	8
Pavag07G141900.1.v3.1	1	2	0	6	1	0	5	0	1	2	2	6	4	1	1	2	1	1	2	0	0	0	0	0	2	1	0	1	3	0	0	0	0	0	0	0	0	0	0	3	1	1	0	2	0
Pavag07G142000.1.v3.1	1	2	0	6	1	1	6	3	1	2	2	6	4	1	1	2	1	1	0	2	2	2	2	4	2	2	2	0	3	2	2	2	2	3	2	2	2	2	2	3	1	1	1	3	8
Pavag07G142100.1.v3.1	1	2	0	6	1	1	6	3	1	2	2	6	4	1	1	2	1	1	4	2	2	2	2	4	2	2	4	3	3	0	2	2	2	0	0	0	0	0	0	3	1	1	1	4	8
Pavag07G142200.1.v3.1	1	2	0	6	1	0	6	3	1	2	2	0	4	1	1	2	1	1	4	1	1	1	1	2	1	2	3	2	3	0	0	1	0	0	0	0	0	0	0	3	1	1	0	4	6
Pavag07G142300.1.v3.1	1	2	0	6	1	1	6	3	1	2	2	5	4	1	1	2	1	1	4	1	2	1	1	2	2	2	3	3	3	1	1	1	1	2	1	1	1	1	1	3	1	1	1	3	8
Pavag07G142400.2.v3.1	1	2	0	6	1	1	6	3	1	2	2	5	4	1	1	2	1	1	4	2	2	2	2	4	2	2	4	3	3	2	2	2	2	3	2	2	2	2	2	3	1	1	1	3	0
Pavag07G142500.1.v3.1	1	2	0	6	1	1	6	3	1	2	2	5	4	1	1	2	1	1	4	2	2	2	2	4	2	2	3	3	3	2	2	1	2	3	2	1	2	2	1	3	1	1	1	3	8
Pavag07G143100.1.v3.1	1	2	4	4	1	0	6	3	1	1	2	6	0	1	1	2	1	1	0	2	2	2	2	4	2	2	2	3	3	2	2	0	2	3	2	2	0	2	2	3	1	1	1	3	0
Pavag07G143200.1.v3.1	1	0	4	4	1	1	6	3	1	1	0	6	4	1	1	2	1	1	4	2	2	2	2	4	2	2	2	3	3	0	0	0	0	0	0	0	0	0	0	3	1	1	1	2	0
Pavag07G143700.1.v3.1	1	2	4	5	1	1	6	3	1	1	2	6	4	1	0	2	1	1	0	2	2	2	2	4	1	2	2	3	3	2	2	2	2	3	2	2	2	2	2	3	1	1	1	4	8
Pavag07G143800.1.v3.1	1	2	0	6	1	1	6	3	1	2	2	6	4	1	0	2	1	1	0	2	2	2	2	4	2	2	2	3	3	2	2	2	2	3	2	2	2	2	2	3	1	1	1	0	0
Pavag07G144000.1.v3.1	1	2	0	6	1	1	6	3	1	2	2	6	4	1	0	2	1	1	4	2	2	2	2	4	2	2	4	3	3	2	2	2	2	3	2	2	2	2	2	3	1	1	1	4	8
Pavag07G144100.1.v3.1	1	2	0	6	1	1	6	3	1	2	2	6	4	1	0	2	1	1	4	1	1	1	1	2	2	0	2	3	0	1	1	1	1	1	1	1	1	1	1	3	1	1	1	4	0
Pavag07G144200.1.v3.1	1	2	0	5	1	0	6	3	1	2	2	6	4	1	0	2	1	1	4	1	1	1	1	2	0	0	2	3	3	1	1	0	1	0	1	0	1	0	0	3	1	1	0	4	0
Pavag07G144400.1.v3.1	1	2	0	6	1	0	5	3	1	1	2	6	4	1	0	2	1	1	4	2	2	2	2	4	2	0	4	2	3	2	2	2	2	2	2	2	2	2	2	3	1	1	0	4	0
Pavag07G144600.1.v3.1	1	2	0	6	1	1	6	3	1	2	2	6	4	1	0	2	1	1	0	1	1	1	1	2	2	0	2	2	3	1	1	1	1	1	1	1	1	1	1	3	1	1	1	0	0
Pavag07G144700.1.v3.1	1	2	0	6	1	1	6	3	1	2	2	6	4	1	1	2	1	1	0	2	2	2	2	4	2	2	4	3	3	2	2	2	2	2	2	2	2	2	2	3	1	1	0	2	8
Pavag07G144800.1.v3.1	1	2	0	6	1	1	6	3	1	2	2	6	4	1	1	2	1	1	0	2	2	2	2	4	2	2	4	3	3	2	2	2	2	2	2	2	2	2	2	3	1	1	0	2	0
Pavag07G144900.1.v3.1	1	2	0	5	1	1	6	3	1	2	2	6	4	0	1	2	1	0	4	0	0	0	0	0	2	2	0	3	3	0	0	0	0	0	0	0	0	0	0	3	1	1	0	2	0
Pavag07G145000.1.v3.1	1	2	0	6	1	1	6	3	1	0	2	0	4	1	1	1	1	1	4	1	2	1	2	4	2	0	2	0	3	1	1	1	1	2	1	1	1	1	1	4	1	1	0	2	0
Pavag07G145200.1.v3.1	1	2	0	6	1	1	6	3	1	0	0	6	4	1	1	2	1	1	3	1	1	1	1	2	2	2	1	2	3	2	2	2	2	3	2	2	2	2	2	2	1	1	0	3	7
Pavag07G145400.1.v3.1	1	2	0	6	1	1	6	4	1	1	0	6	4	1	1	2	1	1	3	2	2	2	2	4	2	2	2	2	3	2	2	2	2	3	2	2	2	2	2	3	1	1	0	2	7
Pavag07G146200.1.v3.1	1	2	0	6	1	1	6	4	1	2	2	6	4	1	1	0	1	1	1	1	1	1	1	2	2	2	1	3	3	1	1	1	1	2	1	1	1	1	1	3	1	1	0	2	7
Pavag07G146500.1.v3.1	1	2	5	6	1	1	6	4	1	2	2	6	4	1	1	0	1	1	1	1	1	1	1	2	2	2	2	3	3	1	1	1	1	2	1	1	1	1	1	3	1	1	1	4	7
Pavag07G146600.1.v3.1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Pavag07G146800.1.v3.1	1	2	0	6	1	1	6	4	1	2	2	6	4	1	1	2	1	1	4	2	2	2	2	4	2	2	3	0	3	2	2	2	2	3	2	2	2	2	2	3	1	1	1	3	0
Pavag07G146900.1.v3.1	1	2	0	0	1	0	0	0	1	2	2	0	0	1	1	2	0	0	0	2	2	2	2	4	2	2	3	0	3	2	2	2	2	3	2	2	2	2	2	3	1	0	0	0	0
Pavag07G147000.1.v3.1	1	0	0	0	0	1	0	4	0	0	0	0	0	0	0	2	0	0	4	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0
Pavag07G147100.1.v3.1	1	2	0	6	1	0	5	4	1	1	2	6	4	1	1	2	1	1	4	2	2	2	2	4	2	2	3	3	3	2	2	2	2	3	2	2	2	2	2	3	0	1	0	3	0
Pavag07G147200.1.v3.1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pavag07G147300.1.v3.1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pavag07G147600.1.v3.1	1	2	0	3	1	1	4	4	1	2	2	6	4	1	1	2	1	1	4	2	2	2	2	3	1	2	2	0	3	2	2	2	2	3	2	2	2	2	2	3	0	1	1	1	0
Pavag07G147700.1.v3.1	1	2	0	6	1	1	4	4	1	0	2	6	4	1	1	2	1	1	4	1	1	1	1	2	2	2	0	3	3	1	1	1	1	2	1	1	1	1	1	3	0	1	1	3	5
Pavag07G148000.1.v3.1	1	2	0	6	1	1	6	4	1	2	1	6	4	1	1	2	1	1	4	1	1	1	1	2	2	2	0	3	2	1	1	1	1	2	1	1	1	1	1	3	0	1	1	0	0
Pavag07G148100.1.v3.1	1	2	0	6	1	1	6	4	1	2	2	6	4	1	1	2	1	1	4	2	2	2	2	4	2	2	4	3	2	2	2	2	2	0	0	2	2	2	2	3	1	1	1	0	5
Pavag07G148200.1.v3.1	1	2	0	0	1	1	6	4	1	2	2	6	4	1	1	2	1	1	3	2	2	2	2	4	2	2	4	3	2	2	2	2	2	3	2	2	2	2	2	3	1	1	1	1	0
Pavag07G148500.1.v3.1	1	2	0	6	1	1	6	0	0	1	2	6	0	1	1	2	1	0	4	1	1	1	1	2	2	1	2	3	2	1	1	1	1	2	1	1	1	1	1	3	1	1	1	2	7
Pavag07G148600.1.v3.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Pavag07G148700.1.v3.1	1	2	3	6	1	0	4	0	1	1	2	6	4	1	1	2	1	1	4	1	1	1	1	2	2	0	2	3	2	1	1	1	1	2	1	1	1	1	1	3	1	1	1	3	8
Pavag07G148800.1.v3.1	0	0	0	6	1	0	5	0	1	1	0	0	4	1	1	2	1	1	0	0	0	0	0	0	2	0	1	3	2	1	1	1	0	2	1	1	1	1	1	3	1	1	0	3	0
Pavag07G148900.1.v3.1	1	2	0	6	1	1	5	0	1	1	2	0	4	1	1	2	1	1	4	1	1	1	1	3	2	1	2	3	2	1	1	1	1	1	1	1	1	1	1	3	1	1	1	0	8
Pavag07G149100.1.v3.1	1	2	0	6	1	0	6	0	1	2	2	0	4	1	1	2	1	1	4	2	2	2	2	4	2	1	4	3	2	2	2	2	2	3	2	2	2	2	2	3	1	1	1	0	0
Pavag07G149200.2.v3.1	1	2	0	6	1	1	6	0	1	2	2	0	4	1	1	2	1	1	4	2	2	2	2	4	2	2	4	3	2	2	2	2	2	3	2	2	2	2	2	3	1	1	1	0	8
Pavag07G149300.1.v3.1	1	2	0	6	1	1	6	3	1	2	2	0	4	1	1	2	1	1	4	1	1	1	1	2	2	2	2	3	2	0	1	1	1	1	1	1	1	1	1	3	1	1	1	0	8
Pavag07G149400.1.v3.1	1	2	0	6	1	1	6	3	1	2	0	0	4	1	1	2	1	1	3	1	1	1	1	2	2	2	2	3	2	1	1	1	1	2	1	1	1	1	1	3	1	1	1	2	8
